"root","file","ra","dec","srcid","msamet","slitid","grating","exptime","wmin","wmax","sn50","flux50","ctime","version","References","nRef","zfit","z","grade","reviewer","comment","thumb","slit_thumb","FITS","fnu","flam","has_v3","flam_v3"
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_45092.spec.fits","3.566923","-30.347273","45092","jw08204001001_01_msa.fits","118","G395M_F290LP","8753.3","2.69","5.5","37.8","9.097","2025-11-06 15:11:20.296","0.9.13.dev13+g833a53735","-","0","3.4605","3.4605","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_45092 z=3.4650","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_45092.spec.fits","3.566923","-30.347273","45092","jw08204001001_01_msa.fits","118","PRISM_CLEAR","2188.3","1.27","5.5","57","8.625","2025-11-06 15:11:10.400","0.9.13.dev13+g833a53735","-","0","3.465","3.465","3","GBr","big break with lines","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_45092.spec.fits","3.566923","-30.347273","45092","jw08204001001_01_msa.fits","118","G235M_F170LP","35013.3","1.61","4.43","45.8","7.592","2025-11-06 15:11:16.124","0.9.13.dev13+g833a53735","-","0","3.4605","3.4605","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_45092 z=3.4650","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b217.spec.fits","3.53654602","-30.34615517","217","jw08204001001_01_msa.fits","217","G235M_F170LP","35013.3","1.61","4.58","38.1","5.504","2025-11-06 13:55:13.561","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_45924.spec.fits","3.58476007","-30.34362753","45924","jw08204001001_01_msa.fits","43","G395M_F290LP","8753.3","2.8","5.5","25.2","4.296","2025-11-06 14:27:11.606","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","4.4633","4.4633","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_45924 z=4.4634","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_45924.spec.fits","3.58476007","-30.34362753","45924","jw08204001001_01_msa.fits","43","PRISM_CLEAR","2188.3","0.55","5.5","31.9","4.089","2025-11-06 14:26:51.602","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","4.47","4.4634","3","GBr","interactive fit -1 189 1.3 21 monster LRD","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_45924.spec.fits","3.58476007","-30.34362753","45924","jw08204001001_01_msa.fits","43","G235M_F170LP","35013.3","1.71","3.86","25.3","2.663","2025-11-06 14:27:00.586","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","4.4633","4.4633","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_45924 z=4.4634","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_37777.spec.fits","3.54299987","-30.37759212","37777","jw08204001001_01_msa.fits","168","G395M_F290LP","8753.3","2.69","5.5","4.2","0.714","2025-11-06 14:04:39.858","0.9.13.dev13+g833a53735","-","0","2.4095","2.4095","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_37777 z=2.4095","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_42811.spec.fits","3.5237622","-30.37256979","42811","jw08204001001_01_msa.fits","264","G395M_F290LP","8753.3","2.69","5.5","1.2","0.669","2025-11-06 13:51:54.398","0.9.13.dev13+g833a53735","RNa24  z=3.974","1","3.9843","3.9843","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_42811 z=3.9977","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_37777.spec.fits","3.54299987","-30.37759212","37777","jw08204001001_01_msa.fits","168","G235M_F170LP","35013.3","1.61","4.58","3.9","0.661","2025-11-06 14:04:32.702","0.9.13.dev13+g833a53735","-","0","2.4095","2.4095","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_37777 z=2.4095","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_37777.spec.fits","3.54299987","-30.37759212","37777","jw08204001001_01_msa.fits","168","PRISM_CLEAR","2188.3","0.55","5.5","7.1","0.657","2025-11-06 14:04:23.218","0.9.13.dev13+g833a53735","-","0","2.4095","2.4095","3","GBr","balmer break low EW in prism but Ha in grating","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_42811.spec.fits","3.5237622","-30.37256979","42811","jw08204001001_01_msa.fits","264","PRISM_CLEAR","2188.3","0.55","5.5","2.9","0.631","2025-11-06 13:51:48.354","0.9.13.dev13+g833a53735","RNa24  z=3.974","1","3.9977","3.9977","3","GBr","red and extended","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_51172.spec.fits","3.53648972","-30.35728195","51172","jw08204001001_01_msa.fits","216","G235M_F170LP","35013.3","1.61","4.58","2.1","0.59","2025-11-06 14:51:54.170","0.9.13.dev13+g833a53735","-","0","3.4675","3.4675","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_51172 z=3.4682","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_51971.spec.fits","3.58823507","-30.35569227","51971","jw08204001001_01_msa.fits","21","G395M_F290LP","8753.3","2.69","5.5","2.4","0.536","2025-11-06 14:01:32.451","0.9.13.dev13+g833a53735","-","0","2.3588","2.3588","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_51971 z=2.3618","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_51971.spec.fits","3.58823507","-30.35569227","51971","jw08204001001_01_msa.fits","21","G235M_F170LP","35013.3","1.6","3.72","3.2","0.52","2025-11-06 14:01:24.699","0.9.13.dev13+g833a53735","-","0","2.3584","2.3584","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_51971 z=2.3618","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_50051.spec.fits","3.54310129","-30.36053303","50051","jw08204001001_01_msa.fits","175","PRISM_CLEAR","2188.3","0.55","5.5","8.9","0.489","2025-11-06 14:25:41.375","0.9.13.dev13+g833a53735","RNa24  z=2.010","1","2.0192","2.0192","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_51971.spec.fits","3.58823507","-30.35569227","51971","jw08204001001_01_msa.fits","21","PRISM_CLEAR","2188.3","0.55","5.5","5.4","0.476","2025-11-06 14:01:18.563","0.9.13.dev13+g833a53735","-","0","2.3618","2.3618","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_51172.spec.fits","3.53648972","-30.35728195","51172","jw08204001001_01_msa.fits","216","G395M_F290LP","8753.3","2.69","5.5","1.8","0.471","2025-11-06 14:52:00.738","0.9.13.dev13+g833a53735","-","0","3.4669","3.4669","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_51172 z=3.4682","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_42811.spec.fits","3.5237622","-30.37256979","42811","jw08204001001_01_msa.fits","264","G235M_F170LP","35013.3","1.61","4.58","0.9","0.446","2025-11-06 13:52:03.918","0.9.13.dev13+g833a53735","RNa24  z=3.974","1","3.9843","3.9843","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_42811 z=3.9977","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_33997.spec.fits","3.55219738","-30.38325636","33997","jw08204001001_01_msa.fits","136","G395M_F290LP","8753.3","2.69","5.5","1.2","0.435","2025-11-06 14:35:09.455","0.9.13.dev13+g833a53735","-","0","3.205","3.205","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_33997 z=3.2151","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_33997.spec.fits","3.55219738","-30.38325636","33997","jw08204001001_01_msa.fits","136","G235M_F170LP","35013.3","1.61","4.58","1.1","0.423","2025-11-06 14:35:04.128","0.9.13.dev13+g833a53735","-","0","3.2055","3.2055","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_33997 z=3.2151","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_51172.spec.fits","3.53648972","-30.35728195","51172","jw08204001001_01_msa.fits","216","PRISM_CLEAR","2188.3","0.55","5.5","3.3","0.417","2025-11-06 14:51:46.094","0.9.13.dev13+g833a53735","-","0","3.4682","3.4682","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_52139.spec.fits","3.54745642","-30.35601861","52139","jw08204001001_01_msa.fits","159","PRISM_CLEAR","2188.3","0.55","4.94","10.8","0.417","2025-11-06 13:57:47.548","0.9.13.dev13+g833a53735","RNa24  z=2.187","1","2.1883","2.1883","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_69688.spec.fits","3.569437","-30.348231","69688","jw08204001001_01_msa.fits","101","G395M_F290LP","8753.3","2.69","5.5","3.3","0.417","2025-11-06 14:05:44.505","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","4.3079","4.3079","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_69688 z=4.3126","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_35677.spec.fits","3.56230732","-30.38117956","35677","jw08204001001_01_msa.fits","130","G235M_F170LP","35013.3","1.61","4.48","1.5","0.416","2025-11-06 14:30:38.193","0.9.13.dev13+g833a53735","-","0","3.4685","3.4685","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_35677 z=3.4731","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_36675.spec.fits","3.57008097","-30.37908008","36675","jw08204001001_01_msa.fits","91","G235M_F170LP","35013.3","1.61","4.23","1.1","0.416","2025-11-06 14:32:03.252","0.9.13.dev13+g833a53735","-","0","3.3781","3.3781","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_36675 z=3.3762","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_69688.spec.fits","3.569437","-30.348231","69688","jw08204001001_01_msa.fits","101","PRISM_CLEAR","2188.3","0.56","5.5","9.6","0.415","2025-11-06 14:05:28.293","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","4.3126","4.3126","3","GBr","FUV lines broadened Halpha","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_35677.spec.fits","3.56230732","-30.38117956","35677","jw08204001001_01_msa.fits","130","G395M_F290LP","8753.3","2.69","5.5","1.2","0.414","2025-11-06 14:30:28.089","0.9.13.dev13+g833a53735","-","0","3.4685","3.4685","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_35677 z=3.4731","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_50051.spec.fits","3.54310129","-30.36053303","50051","jw08204001001_01_msa.fits","175","G395M_F290LP","8753.3","2.69","5.5","3.3","0.406","2025-11-06 14:25:57.807","0.9.13.dev13+g833a53735","RNa24  z=2.010","1","2.0104","2.0104","3","Auto","Redshift matches uncover-62-v4_prism-clear_2561_50051 z=2.0161","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_58281.spec.fits","3.55264742","-30.34384184","58281","jw08204001001_01_msa.fits","140","G235M_F170LP","35013.3","1.6","4.58","2.5","0.397","2025-11-06 14:25:22.819","0.9.13.dev13+g833a53735","RNa24  z=2.583","1","2.5824","2.5824","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_58281 z=2.5865","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_50051.spec.fits","3.54310129","-30.36053303","50051","jw08204001001_01_msa.fits","175","G235M_F170LP","35013.3","1.61","4.58","3.3","0.379","2025-11-06 14:25:50.335","0.9.13.dev13+g833a53735","RNa24  z=2.010","1","2.0104","2.0104","3","Auto","Redshift matches uncover-62-v4_prism-clear_2561_50051 z=2.0161","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_52139.spec.fits","3.54745642","-30.35601861","52139","jw08204001001_01_msa.fits","159","G235M_F170LP","35013.3","1.61","4.58","1.9","0.376","2025-11-06 13:58:01.172","0.9.13.dev13+g833a53735","RNa24  z=2.187","1","2.1865","2.1865","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_52139 z=2.1883","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_35677.spec.fits","3.56230732","-30.38117956","35677","jw08204001001_01_msa.fits","130","PRISM_CLEAR","2188.3","0.55","5.5","4.2","0.375","2025-11-06 14:30:21.589","0.9.13.dev13+g833a53735","-","0","3.4731","3.4731","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_52139.spec.fits","3.54745642","-30.35601861","52139","jw08204001001_01_msa.fits","159","G395M_F290LP","8753.3","2.69","5.5","2","0.375","2025-11-06 13:57:53.208","0.9.13.dev13+g833a53735","RNa24  z=2.187","1","2.1865","2.1865","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_52139 z=2.1883","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_33997.spec.fits","3.55219738","-30.38325636","33997","jw08204001001_01_msa.fits","136","PRISM_CLEAR","2188.3","0.55","5.5","3.2","0.374","2025-11-06 14:34:51.068","0.9.13.dev13+g833a53735","-","0","3.2151","3.2151","3","GBr","maybe spatially offset line and continuum","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_58281.spec.fits","3.55264742","-30.34384184","58281","jw08204001001_01_msa.fits","140","G395M_F290LP","8753.3","2.69","5.5","1.9","0.365","2025-11-06 14:25:29.615","0.9.13.dev13+g833a53735","RNa24  z=2.583","1","2.5824","2.5824","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_58281 z=2.5865","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_69688.spec.fits","3.569437","-30.348231","69688","jw08204001001_01_msa.fits","101","G235M_F170LP","35013.3","1.61","4.35","3.6","0.364","2025-11-06 14:05:35.869","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","4.3072","4.3072","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_69688 z=4.3126","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_36675.spec.fits","3.57008097","-30.37908008","36675","jw08204001001_01_msa.fits","91","G395M_F290LP","8753.3","2.69","5.5","0.9","0.333","2025-11-06 14:31:55.449","0.9.13.dev13+g833a53735","-","0","3.3773","3.3773","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_36675 z=3.3762","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_58281.spec.fits","3.55264742","-30.34384184","58281","jw08204001001_01_msa.fits","140","PRISM_CLEAR","2188.3","0.55","4.78","5.9","0.315","2025-11-06 14:25:13.455","0.9.13.dev13+g833a53735","RNa24  z=2.583","1","2.5865","2.5865","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_55005.spec.fits","3.52800805","-30.3502551","55005","jw08204001001_01_msa.fits","241","G235M_F170LP","35013.3","1.61","4.58","1.1","0.297","2025-11-06 15:08:14.537","0.9.13.dev13+g833a53735","-","0","2.7349","2.7349","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_55005 z=2.7303","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_55005.spec.fits","3.52800805","-30.3502551","55005","jw08204001001_01_msa.fits","241","G395M_F290LP","8753.3","2.69","5.5","1","0.296","2025-11-06 15:08:05.669","0.9.13.dev13+g833a53735","-","0","2.7349","2.7349","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_55005 z=2.7303","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_36675.spec.fits","3.57008097","-30.37908008","36675","jw08204001001_01_msa.fits","91","PRISM_CLEAR","2188.3","1.33","5.5","2.7","0.294","2025-11-06 14:31:48.905","0.9.13.dev13+g833a53735","-","0","3.4157","3.3762","3","GBr","low EW lines","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_57414.spec.fits","3.5918375","-30.34544625","57414","jw08204001001_01_msa.fits","6","G235M_F170LP","35013.3","1.61","3.63","1.5","0.272","2025-11-06 14:23:20.043","0.9.13.dev13+g833a53735","-","0","5.0174","5.0174","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_57414 z=5.0139","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_52547.spec.fits","3.56314759","-30.35467632","52547","jw08204001001_01_msa.fits","131","G235M_F170LP","35013.3","1.61","4.53","1.1","0.263","2025-11-06 13:51:43.386","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","3.9634","3.9634","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_52547 z=3.9648","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_52547.spec.fits","3.56314759","-30.35467632","52547","jw08204001001_01_msa.fits","131","G395M_F290LP","8753.3","2.69","5.5","1","0.259","2025-11-06 13:51:33.802","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","3.9628","3.9628","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_52547 z=3.9648","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_55005.spec.fits","3.52800805","-30.3502551","55005","jw08204001001_01_msa.fits","241","PRISM_CLEAR","2188.3","0.55","5.5","2.6","0.252","2025-11-06 15:07:59.969","0.9.13.dev13+g833a53735","-","0","2.7303","2.7303","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_55595.spec.fits","3.52895771","-30.35158941","55595","jw08204001001_01_msa.fits","237","G395M_F290LP","8753.3","2.69","5.5","1.5","0.25","2025-11-06 14:30:36.769","0.9.13.dev13+g833a53735","-","0","2.1544","2.1544","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_55595 z=2.1534","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_50253.spec.fits","3.58421332","-30.35850463","50253","jw08204001001_01_msa.fits","42","G235M_F170LP","35013.3","1.69","3.84","0.9","0.241","2025-11-06 14:21:22.424","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_55595.spec.fits","3.52895771","-30.35158941","55595","jw08204001001_01_msa.fits","237","G235M_F170LP","35013.3","1.61","4.58","1.7","0.235","2025-11-06 14:30:30.557","0.9.13.dev13+g833a53735","-","0","2.1544","2.1544","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_55595 z=2.1534","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_55595.spec.fits","3.52895771","-30.35158941","55595","jw08204001001_01_msa.fits","237","PRISM_CLEAR","2188.3","0.55","5.5","3.5","0.222","2025-11-06 14:30:21.153","0.9.13.dev13+g833a53735","-","0","2.1521","2.1534","3","GBr","balmer break halpha in grating","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_59317.spec.fits","3.5630054","-30.34147876","59317","jw08204001001_01_msa.fits","134","G395M_F290LP","8753.3","2.69","5.5","1.7","0.217","2025-11-06 14:03:49.858","0.9.13.dev13+g833a53735","-","0","3.4569","3.4569","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_59317 z=3.4632","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_57252.spec.fits","3.58165686","-30.34652334","57252","jw08204001001_01_msa.fits","52","G395M_F290LP","8753.3","2.96","5.5","0.9","0.209","2025-11-06 13:43:47.761","0.9.13.dev13+g833a53735","-","0","2.3588","2.3588","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_57252 z=2.3632","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_57252.spec.fits","3.58165686","-30.34652334","57252","jw08204001001_01_msa.fits","52","G235M_F170LP","35013.3","1.8","3.96","1.2","0.204","2025-11-06 13:43:51.337","0.9.13.dev13+g833a53735","-","0","2.3584","2.3584","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_57252 z=2.3632","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_52654.spec.fits","3.58765778","-30.35491042","52654","jw08204001001_01_msa.fits","30","PRISM_CLEAR","2188.3","0.55","5.5","1.5","0.2","2025-11-06 13:52:26.298","0.9.13.dev13+g833a53735","-","0","3.5484","3.5484","3","GBr","extended","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_51371.spec.fits","3.52860936","-30.3564484","51371","jw08204001001_01_msa.fits","238","G235M_F170LP","35013.3","1.6","4.58","1","0.199","2025-11-06 14:49:06.583","0.9.13.dev13+g833a53735","RNa24  z=N/A","1","6.2044","6.2044","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_51371 z=6.2065","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_57252.spec.fits","3.58165686","-30.34652334","57252","jw08204001001_01_msa.fits","52","PRISM_CLEAR","2188.3","0.55","5.5","3.7","0.198","2025-11-06 13:43:44.045","0.9.13.dev13+g833a53735","-","0","2.3631","2.3632","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_59317.spec.fits","3.5630054","-30.34147876","59317","jw08204001001_01_msa.fits","134","G235M_F170LP","35013.3","1.61","4.58","1.8","0.189","2025-11-06 14:03:41.382","0.9.13.dev13+g833a53735","-","0","3.4575","3.4575","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_59317 z=3.4632","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_59317.spec.fits","3.5630054","-30.34147876","59317","jw08204001001_01_msa.fits","134","PRISM_CLEAR","2188.3","3.09","5.5","2.9","0.189","2025-11-06 14:03:32.930","0.9.13.dev13+g833a53735","-","0","3.4633","3.4632","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_37165.spec.fits","3.54963264","-30.37844575","37165","jw08204001001_01_msa.fits","144","G235M_F170LP","35013.3","1.6","4.58","0.8","0.187","2025-11-06 14:41:44.345","0.9.13.dev13+g833a53735","-","0","3.7443","3.7443","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_37165 z=3.7444","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_57506.spec.fits","3.54824516","-30.34530438","57506","jw08204001001_01_msa.fits","158","G395M_F290LP","8753.3","2.69","5.5","0.9","0.186","2025-11-06 14:10:01.020","0.9.13.dev13+g833a53735","-","0","3.4681","3.4681","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_57506 z=3.4834","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_53710.spec.fits","3.58591324","-30.35226836","53710","jw08204001001_01_msa.fits","40","G395M_F290LP","8753.3","2.7","5.5","1.3","0.184","2025-11-06 15:00:28.251","0.9.13.dev13+g833a53735","-","0","2.2417","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_53710.spec.fits","3.58591324","-30.35226836","53710","jw08204001001_01_msa.fits","40","G235M_F170LP","35013.3","1.65","3.8","1.7","0.18","2025-11-06 15:00:35.855","0.9.13.dev13+g833a53735","-","0","2.2417","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_52654.spec.fits","3.58765778","-30.35491042","52654","jw08204001001_01_msa.fits","30","G395M_F290LP","8753.3","2.69","5.5","0.4","0.18","2025-11-06 13:52:31.794","0.9.13.dev13+g833a53735","-","0","3.5505","3.5505","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_52654 z=3.5484","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b36.spec.fits","3.58613582","-30.35986774","36","jw08204001001_01_msa.fits","36","G235M_F170LP","35013.3","1.62","3.77","2.8","0.175","2025-11-06 14:50:02.639","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_34482.spec.fits","3.58685359","-30.38225749","34482","jw08204001001_01_msa.fits","22","G235M_F170LP","35013.3","1.61","3.69","1.4","0.171","2025-11-06 14:24:10.535","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_57506.spec.fits","3.54824516","-30.34530438","57506","jw08204001001_01_msa.fits","158","G235M_F170LP","35013.3","1.61","4.58","0.9","0.168","2025-11-06 14:10:09.284","0.9.13.dev13+g833a53735","-","0","3.4681","3.4681","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_57506 z=3.4834","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_38631.spec.fits","3.56168703","-30.37638766","38631","jw08204001001_01_msa.fits","132","G395M_F290LP","8753.3","2.69","5.5","0.6","0.168","2025-11-06 14:43:31.473","0.9.13.dev13+g833a53735","-","0","2.5437","2.5437","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_38631 z=2.5473","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_53710.spec.fits","3.58591324","-30.35226836","53710","jw08204001001_01_msa.fits","40","PRISM_CLEAR","2188.3","0.55","5.5","3.2","0.163","2025-11-06 15:00:22.171","0.9.13.dev13+g833a53735","-","0","2.2589","2.2589","3","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b211.spec.fits","3.53830101","-30.34055461","211","jw08204001001_01_msa.fits","211","G235M_F170LP","35013.3","1.61","4.58","0.8","0.162","2025-11-06 14:10:04.724","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
