"root","file","ra","dec","srcid","msamet","slitid","grating","exptime","wmin","wmax","sn50","flux50","ctime","version","References","nRef","zfit","z","grade","reviewer","comment","thumb","slit_thumb","FITS","fnu","flam","has_v3","flam_v3"
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_b200.spec.fits","3.53785473","-30.35390523","200","jw08204001001_01_msa.fits","200","PRISM_CLEAR","2188.3","0.55","5.5","-0.1","-0.008","2025-11-06 14:36:20.823","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b80.spec.fits","3.57675421","-30.35380029","80","jw08204001001_01_msa.fits","80","G395M_F290LP","8753.3","2.69","5.5","0","-0.008","2025-11-06 15:09:24.460","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b162.spec.fits","3.54463665","-30.3926332","162","jw08204001001_01_msa.fits","162","G395M_F290LP","8753.3","2.69","5.5","0","-0.008","2025-11-06 14:37:42.575","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b206.spec.fits","3.53742011","-30.35884591","206","jw08204001001_01_msa.fits","206","G235M_F170LP","35013.3","1.61","4.58","-0.1","-0.009","2025-11-06 14:44:16.544","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b72.spec.fits","3.57621795","-30.38549804","72","jw08204001001_01_msa.fits","72","G235M_F170LP","35013.3","1.61","4.02","-0.1","-0.009","2025-11-06 15:09:45.704","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b59.spec.fits","3.5765737","-30.3832542","59","jw08204001001_01_msa.fits","59","G235M_F170LP","35013.3","1.61","4.01","-0.1","-0.01","2025-11-06 14:14:57.574","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b10.spec.fits","3.58950711","-30.38058511","10","jw08204001001_01_msa.fits","10","G235M_F170LP","35013.3","1.61","3.61","-0.1","-0.01","2025-11-06 14:52:15.082","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b66.spec.fits","3.57645564","-30.38399205","66","jw08204001001_01_msa.fits","66","G395M_F290LP","8753.3","2.69","5.5","-0.1","-0.012","2025-11-06 15:04:04.758","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_b206.spec.fits","3.53741937","-30.35886059","206","jw08204001001_01_msa.fits","206","PRISM_CLEAR","2188.3","0.55","5.5","-0.2","-0.012","2025-11-06 14:44:02.677","0.9.13.dev13+g833a53735","-","0","0.6147","0.6148","1","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_b199.spec.fits","3.53636922","-30.38164834","199","jw08204001001_01_msa.fits","199","PRISM_CLEAR","2188.3","0.55","5.5","-0.2","-0.012","2025-11-06 14:20:39.480","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b213.spec.fits","3.53819405","-30.34095635","213","jw08204001001_01_msa.fits","213","G395M_F290LP","8753.3","2.69","5.5","-0.1","-0.012","2025-11-06 15:11:46.743","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b28.spec.fits","3.58758867","-30.3580966","28","jw08204001001_01_msa.fits","28","G235M_F170LP","35013.3","1.61","3.73","-0.1","-0.015","2025-11-06 14:52:08.438","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b78.spec.fits","3.57708637","-30.35016986","78","jw08204001001_01_msa.fits","78","G235M_F170LP","35013.3","1.61","4.09","-0.1","-0.016","2025-11-06 14:25:52.643","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_b99.spec.fits","3.56856832","-30.38801298","99","jw08204001001_01_msa.fits","99","PRISM_CLEAR","2188.3","2.75","5.5","-0.3","-0.016","2025-11-06 15:03:41.046","0.9.13.dev13+g833a53735","-","0","7.3068","7.3068","1","GBr","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b230.spec.fits","3.52836329","-30.37444043","230","jw08204001001_01_msa.fits","230","G395M_F290LP","8753.3","2.69","5.41","-0.1","-0.017","2025-11-06 14:43:07.013","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b54.spec.fits","3.58103935","-30.34230193","54","jw08204001001_01_msa.fits","54","G395M_F290LP","8753.3","3.01","5.5","-0.1","-0.017","2025-11-06 14:50:45.310","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_b80.spec.fits","3.57675493","-30.35378561","80","jw08204001001_01_msa.fits","80","PRISM_CLEAR","2188.3","0.55","5.5","-0.4","-0.017","2025-11-06 15:09:18.580","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b77.spec.fits","3.57721535","-30.34919934","77","jw08204001001_01_msa.fits","77","G235M_F170LP","35013.3","1.61","4.09","-0.1","-0.019","2025-11-06 14:39:49.258","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_b28.spec.fits","3.5875894","-30.35808191","28","jw08204001001_01_msa.fits","28","PRISM_CLEAR","2188.3","0.55","5.5","-0.3","-0.019","2025-11-06 14:51:58.754","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b230.spec.fits","3.52836476","-30.37441107","230","jw08204001001_01_msa.fits","230","G235M_F170LP","35013.3","1.61","4.58","-0.1","-0.02","2025-11-06 14:43:17.825","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b194.spec.fits","3.53685279","-30.3758721","194","jw08204001001_01_msa.fits","194","G235M_F170LP","35013.3","1.61","4.58","-0.1","-0.02","2025-11-06 14:33:55.136","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b80.spec.fits","3.57675421","-30.35380029","80","jw08204001001_01_msa.fits","80","G235M_F170LP","35013.3","1.61","4.09","-0.2","-0.021","2025-11-06 15:09:31.768","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b199.spec.fits","3.53636996","-30.38163366","199","jw08204001001_01_msa.fits","199","G235M_F170LP","35013.3","1.61","4.58","-0.1","-0.021","2025-11-06 14:20:51.976","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b156.spec.fits","3.54814796","-30.35099537","156","jw08204001001_01_msa.fits","156","G395M_F290LP","8753.3","2.69","5.5","-0.2","-0.021","2025-11-06 14:33:22.312","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b191.spec.fits","3.53625381","-30.38861944","191","jw08204001001_01_msa.fits","191","G235M_F170LP","35013.3","1.61","4.58","-0.1","-0.021","2025-11-06 13:53:50.981","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_47883.spec.fits","3.56818896","-30.36254039","106","jw08204001001_01_msa.fits","106","G395M_F290LP","8753.3","2.69","5.5","-0.1","-0.023","2025-11-06 14:19:44.225","0.9.13.dev13+g833a53735","-","0","5.1515","5.1515","3","Auto","Redshift matches abell2744-greene-v4_prism-clear_8204_47883 z=5.1495","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b162.spec.fits","3.54463518","-30.39266256","162","jw08204001001_01_msa.fits","162","G235M_F170LP","35013.3","1.61","4.58","-0.1","-0.024","2025-11-06 14:37:50.143","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b15.spec.fits","3.58942026","-30.34926925","15","jw08204001001_01_msa.fits","15","G395M_F290LP","8753.3","2.69","5.5","-0.2","-0.027","2025-11-06 14:15:33.382","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b54.spec.fits","3.58103935","-30.34230193","54","jw08204001001_01_msa.fits","54","G235M_F170LP","35013.3","1.61","3.99","-0.3","-0.028","2025-11-06 14:50:56.838","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b156.spec.fits","3.54814796","-30.35099537","156","jw08204001001_01_msa.fits","156","G235M_F170LP","35013.3","1.61","4.58","-0.2","-0.028","2025-11-06 14:33:31.800","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b66.spec.fits","3.57645418","-30.38402141","66","jw08204001001_01_msa.fits","66","G235M_F170LP","35013.3","1.61","4.01","-0.1","-0.028","2025-11-06 15:04:15.966","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b99.spec.fits","3.56856905","-30.3879983","99","jw08204001001_01_msa.fits","99","G395M_F290LP","8753.3","2.69","5.5","-0.2","-0.037","2025-11-06 15:03:45.334","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b99.spec.fits","3.56856759","-30.38802766","99","jw08204001001_01_msa.fits","99","G235M_F170LP","35013.3","1.61","4.25","-0.3","-0.038","2025-11-06 15:03:52.434","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b15.spec.fits","3.58942026","-30.34926925","15","jw08204001001_01_msa.fits","15","G235M_F170LP","35013.3","1.61","3.7","-0.3","-0.038","2025-11-06 14:15:41.474","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b198.spec.fits","3.53828563","-30.34737777","198","jw08204001001_01_msa.fits","198","G395M_F290LP","8753.3","2.69","5.5","-0.2","-0.041","2025-11-06 15:03:18.226","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b9.spec.fits","3.58956165","-30.38140283","9","jw08204001001_01_msa.fits","9","G235M_F170LP","35013.3","1.61","3.61","-0.3","-0.045","2025-11-06 14:42:50.953","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_36123.spec.fits","3.59052065","-30.37974053","36123","jw08204001001_01_msa.fits","4","G235M_F170LP","35013.3","1.6","3.58","-0.3","-0.046","2025-11-06 14:27:17.226","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b148.spec.fits","3.54888532","-30.37897769","148","jw08204001001_01_msa.fits","148","G235M_F170LP","35013.3","1.61","4.58","-0.2","-0.048","2025-11-06 14:09:24.588","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b141.spec.fits","3.55017073","-30.38785956","141","jw08204001001_01_msa.fits","141","G395M_F290LP","8753.3","2.69","5.5","-0.3","-0.048","2025-11-06 14:01:53.927","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b221.spec.fits","3.53472696","-30.34159215","221","jw08204001001_01_msa.fits","221","G235M_F170LP","35013.3","1.61","4.58","-0.5","-0.05","2025-11-06 14:14:39.494","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b225.spec.fits","3.53396148","-30.34306023","225","jw08204001001_01_msa.fits","225","G395M_F290LP","8753.3","2.69","5.29","-0.4","-0.058","2025-11-06 14:36:30.383","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b200.spec.fits","3.53785399","-30.35391991","200","jw08204001001_01_msa.fits","200","G235M_F170LP","35013.3","1.61","4.58","-0.5","-0.077","2025-11-06 14:36:39.087","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b225.spec.fits","3.53396148","-30.34306023","225","jw08204001001_01_msa.fits","225","G235M_F170LP","35013.3","1.61","4.58","-0.6","-0.079","2025-11-06 14:36:42.987","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_b229.spec.fits","3.52876726","-30.37806378","229","jw08204001001_01_msa.fits","229","PRISM_CLEAR","2188.3","0.55","5.5","-1.9","-0.094","2025-11-06 13:51:01.050","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_31141.spec.fits","3.57003185","-30.38852781","31141","jw08204001001_01_msa.fits","89","PRISM_CLEAR","2188.3","2.08","5.5","-0.6","-0.101","2025-11-06 13:52:33.830","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b198.spec.fits","3.5382871","-30.34734841","198","jw08204001001_01_msa.fits","198","G235M_F170LP","35013.3","1.61","4.58","-0.6","-0.106","2025-11-06 15:03:25.674","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b229.spec.fits","3.52876652","-30.37807846","229","jw08204001001_01_msa.fits","229","G395M_F290LP","8753.3","2.69","5.37","-0.9","-0.111","2025-11-06 13:51:06.566","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b229.spec.fits","3.52876799","-30.3780491","229","jw08204001001_01_msa.fits","229","G235M_F170LP","35013.3","1.61","4.58","-1.6","-0.176","2025-11-06 13:51:15.902","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b141.spec.fits","3.5501722","-30.3878302","141","jw08204001001_01_msa.fits","141","G235M_F170LP","35013.3","1.61","4.58","-1.1","-0.203","2025-11-06 14:02:03.763","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_31141.spec.fits","3.57003185","-30.38852781","31141","jw08204001001_01_msa.fits","89","G395M_F290LP","8753.3","2.69","5.5","-0.5","-0.204","2025-11-06 13:52:41.238","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_b197.spec.fits","3.53822586","-30.34851026","197","jw08204001001_01_msa.fits","197","G235M_F170LP","35013.3","1.61","4.58","-3","-0.369","2025-11-06 14:22:48.704","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_prism-clear_8204_b197.spec.fits","3.53822512","-30.34852494","197","jw08204001001_01_msa.fits","197","PRISM_CLEAR","2188.3","0.55","5.5","-6","-0.391","2025-11-06 14:22:34.144","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g235m-f170lp_8204_31141.spec.fits","3.57003185","-30.38852781","31141","jw08204001001_01_msa.fits","89","G235M_F170LP","35013.3","1.61","4.21","-1","-0.401","2025-11-06 13:52:48.946","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
"abell2744-greene-v4","abell2744-greene-v4_g395m-f290lp_8204_b197.spec.fits","3.53822439","-30.34853962","197","jw08204001001_01_msa.fits","197","G395M_F290LP","8753.3","2.69","5.5","-3.5","-0.452","2025-11-06 14:22:30.544","0.9.13.dev13+g833a53735","-","0","","","-1","","","","","FITS   d2d","","","0",""
